,AUD_l,SS_l,ENT_l,EP_l,Isocortex_l,AI_l,CTXsp_l,SSp_l,VIS_l,HEM_l,COA_l,RHP_l,CA_l,GENv_l,CN_l,PTLp_l,STRd_l,sAMY_l,GENd_l,PALd_l,HIP_l,DORpm_l,OLF_l,VP_l,MO_l,CBN_l,P-sen_l,MY-sen_l,PALv_l,LAT_l,STRv_l,MBsta_l,LZ_l,VNC_l,VENT_l,MBsen_l,ATN_l,PRT_l,ORB_l,SPF_l,PGRN_l,MDRN_l,MY-mot_l,PALc_l,MBmot_l,DORsm_l,RSP_l,VERM_l,TM_l,ILM_l,P-mot_l,HY_l,DCN_l,P-sat_l,LS_l,MSC_l,MEZ_l,MED_l,MBO_l,ACA_l,PVR_l,EPI_l,LSX_l,PALm_l,PHY_l,PVZ_l,MTN_l,RAmb_l,MY-sat_l,MY-sat_r,RAmb_r,MTN_r,PVZ_r,PHY_r,PALm_r,LSX_r,EPI_r,PVR_r,ACA_r,MBO_r,MED_r,MEZ_r,MSC_r,LS_r,P-sat_r,DCN_r,HY_r,P-mot_r,ILM_r,TM_r,VERM_r,DORsm_r,RSP_r,MBmot_r,PALc_r,MY-mot_r,MDRN_r,PGRN_r,SPF_r,ORB_r,PRT_r,ATN_r,MBsen_r,VENT_r,VNC_r,LZ_r,MBsta_r,STRv_r,LAT_r,PALv_r,MY-sen_r,P-sen_r,CBN_r,MO_r,VP_r,OLF_r,DORpm_r,HIP_r,PALd_r,GENd_r,sAMY_r,STRd_r,PTLp_r,CN_r,GENv_r,CA_r,RHP_r,COA_r,HEM_r,VIS_r,SSp_r,CTXsp_r,AI_r,Isocortex_r,EP_r,ENT_r,SS_r,AUD_r
192349,9509.0,15438.0,7486.0,32154.0,47372.0,67428.0,69091.0,58558.0,5717.0,25241081.0,52095.0,73303.0,462311.0,16198.0,61266.0,7149.0,69151.0,112104.0,34840.0,49099.0,163222.0,7025.0,4819659.0,23710.0,49389.0,4852632.0,257862.0,894167.0,152071.0,35449.0,670794.0,7521.0,117834.0,623214.0,1867.0,953668.0,4376.0,102595.0,29699.0,5114.0,3320.0,45176.0,932171.0,17383.0,472445.0,12707.0,19685.0,11398117.0,13.0,9712.0,48259.0,1579.0,46409.0,23486.0,149466.0,12001.0,26643.0,16732.0,645.0,6011.0,29736.0,2209.0,17936.0,38304.0,5759.0,45671.0,9817.0,11353.0,1369.0,1621.0,18608.0,11040.0,40336.0,4626.0,37780.0,14061.0,589.0,28953.0,19763.0,417.0,20505.0,18269.0,10974.0,67019.0,24766.0,57760.0,4137.0,52107.0,14205.0,37.0,12969966.0,16090.0,66770.0,520361.0,23518.0,811901.0,45216.0,3286.0,10434.0,21719.0,39136.0,4673.0,780143.0,4391.0,910515.0,111448.0,6028.0,1092610.0,45757.0,195747.0,620036.0,304145.0,4966743.0,57818.0,20644.0,4905046.0,9949.0,267067.0,61367.0,24870.0,202249.0,103991.0,6215.0,186219.0,10643.0,548504.0,94949.0,39120.0,23676721.0,8383.0,47364.0,140376.0,246081.0,459926.0,70831.0,183091.0,20880.0,15014.0
194060,3080.0,4092.0,67270.0,3585.0,70259.0,105176.0,83950.0,31512.0,44271.0,7694692.0,60119.0,171470.0,63509.0,5042.0,28291.0,1667.0,11381.0,34252.0,9592.0,1813.0,39810.0,1777.0,3190299.0,768.0,79906.0,238097.0,16997.0,17795.0,4161.0,9535.0,21850.0,2.0,22996.0,20228.0,27.0,1346127.0,6577.0,67976.0,1193625.0,58.0,172.0,1588.0,15377.0,23520.0,90883.0,4322.0,324283.0,5823197.0,77.0,9590.0,2855.0,32.0,20274.0,10573.0,5716.0,1040.0,22982.0,11550.0,391.0,61380.0,31134.0,15355.0,8518.0,6339.0,158.0,27038.0,13332.0,11775.0,124.0,224.0,14769.0,7553.0,23693.0,461.0,3721.0,5683.0,4419.0,27262.0,62537.0,108.0,13447.0,23521.0,1557.0,3015.0,10277.0,18525.0,58.0,2690.0,10438.0,25.0,5989050.0,3743.0,319409.0,83031.0,12877.0,18767.0,876.0,141.0,64.0,755848.0,49418.0,2077.0,1335428.0,57.0,39772.0,13894.0,5.0,36525.0,11255.0,4157.0,23579.0,17216.0,139287.0,39944.0,67.0,2870378.0,2408.0,33166.0,1345.0,20233.0,36924.0,6335.0,3156.0,25633.0,7321.0,47968.0,86691.0,102105.0,6801896.0,42467.0,38252.0,56260.0,9376.0,40971.0,3412.0,35038.0,27586.0,9967.0
194061,9.0,509.0,445.0,684.0,660.0,374.0,927.0,542.0,998.0,37333.0,498.0,2138.0,692.0,49.0,5426.0,41.0,54.0,835.0,248.0,11.0,989.0,2.0,398150.0,6.0,1553.0,7573.0,4718.0,3440.0,15.0,64.0,74.0,1.0,282.0,4830.0,0.0,17607.0,44.0,898.0,3778.0,0.0,31.0,0.0,2499.0,45.0,631.0,20.0,5669.0,50527.0,0.0,51.0,74.0,0.0,1985.0,231.0,14.0,17.0,941.0,912.0,0.0,1131.0,326.0,2620.0,46.0,17.0,10.0,567.0,54.0,253.0,0.0,0.0,79.0,100.0,857.0,0.0,87.0,40.0,168.0,668.0,3902.0,0.0,8.0,1458.0,53.0,21.0,65.0,4332.0,0.0,117.0,77.0,1.0,59469.0,67.0,29986.0,563.0,123.0,3082.0,0.0,1.0,0.0,260598.0,261.0,255.0,16131.0,0.0,2681.0,637.0,0.0,1618.0,81.0,269.0,2555.0,3239.0,13236.0,1546.0,0.0,400570.0,312.0,1049.0,52.0,1003.0,2818.0,462.0,1401.0,4194.0,130.0,956.0,3144.0,8582.0,50772.0,4999.0,2833.0,4667.0,1913.0,4303.0,436.0,1023.0,452.0,1017.0
194062,4425.0,11427.0,37680.0,1544.0,25676.0,7866.0,65830.0,19786.0,39780.0,2408535.0,16120.0,118802.0,46387.0,3359.0,10300.0,9109.0,3615.0,34048.0,10907.0,1833.0,68936.0,911.0,2138152.0,366.0,40595.0,23893.0,6665.0,6326.0,2184.0,5503.0,10254.0,17.0,13957.0,3296.0,233.0,498024.0,3165.0,2349.0,24965.0,146.0,23.0,125.0,4747.0,4038.0,40049.0,2570.0,323891.0,1654436.0,225.0,2193.0,1378.0,178.0,4879.0,182.0,842.0,885.0,15894.0,8314.0,422.0,38814.0,21573.0,3530.0,1030.0,1276.0,158.0,13097.0,5646.0,3621.0,33.0,9.0,1007.0,5985.0,16095.0,16.0,2224.0,1201.0,9402.0,12757.0,15246.0,338.0,2196.0,16715.0,1033.0,3113.0,166.0,11927.0,11.0,1568.0,3099.0,41.0,2437087.0,2176.0,200096.0,74588.0,5424.0,3352.0,52.0,18.0,147.0,135365.0,19580.0,811.0,572407.0,132.0,8535.0,14450.0,26.0,16875.0,5445.0,3190.0,12608.0,39841.0,127446.0,17057.0,55.0,2020114.0,2349.0,21664.0,1262.0,6671.0,40735.0,7745.0,2627.0,31026.0,3742.0,48648.0,51328.0,76500.0,2904290.0,17271.0,26302.0,102444.0,1745.0,17178.0,4000.0,29623.0,7705.0,6129.0
194063,15222.0,10675.0,84153.0,2050.0,49057.0,9868.0,133092.0,41356.0,67154.0,18831782.0,45288.0,197899.0,106277.0,31034.0,145182.0,1290.0,18047.0,111770.0,102957.0,15438.0,112460.0,13654.0,3590629.0,1280.0,44114.0,230302.0,308013.0,35033.0,14857.0,50071.0,50763.0,811.0,64265.0,53993.0,414.0,2176694.0,2051.0,78546.0,28118.0,1895.0,836.0,1454.0,25115.0,14388.0,209228.0,13645.0,648865.0,13358546.0,535.0,3991.0,11843.0,567.0,26502.0,4161.0,5047.0,925.0,37081.0,8894.0,1158.0,51960.0,97282.0,5189.0,4302.0,33530.0,444.0,65182.0,20965.0,9860.0,416.0,273.0,26654.0,32850.0,80010.0,1126.0,22809.0,7503.0,20644.0,99778.0,44734.0,522.0,23902.0,51002.0,1752.0,6411.0,4890.0,51173.0,160.0,10245.0,11453.0,16.0,15106604.0,23886.0,454534.0,165821.0,21022.0,32864.0,4674.0,324.0,939.0,21679.0,150557.0,7506.0,2149983.0,764.0,35522.0,80736.0,29.0,75356.0,99688.0,13724.0,66980.0,393792.0,267217.0,51036.0,7177.0,3514043.0,20944.0,68241.0,5392.0,102606.0,130999.0,23479.0,17894.0,168225.0,15180.0,98077.0,111797.0,99408.0,15563260.0,57043.0,32259.0,183877.0,28294.0,89804.0,7197.0,68128.0,37993.0,23503.0
194064,7519.0,8048.0,128429.0,2433.0,39086.0,11970.0,125911.0,40633.0,77878.0,16954714.0,36361.0,124482.0,41839.0,11762.0,49672.0,11526.0,6239.0,60866.0,25080.0,1140.0,71241.0,7684.0,2393010.0,1694.0,61847.0,190517.0,112678.0,29465.0,5143.0,18873.0,15625.0,281.0,34026.0,61489.0,741.0,958750.0,6284.0,15476.0,17750.0,379.0,74.0,101.0,24371.0,7422.0,72000.0,8098.0,368810.0,13257919.0,326.0,7434.0,6722.0,369.0,43333.0,1676.0,5161.0,375.0,24794.0,25237.0,425.0,33322.0,23629.0,45086.0,1123.0,2505.0,361.0,34331.0,26561.0,16084.0,40.0,70.0,7320.0,36833.0,24521.0,72.0,3124.0,1720.0,17766.0,14027.0,19192.0,713.0,24698.0,17083.0,597.0,2914.0,2027.0,20251.0,40.0,5890.0,8432.0,106.0,12252718.0,9788.0,379067.0,60150.0,6791.0,12560.0,168.0,165.0,403.0,15049.0,26172.0,4467.0,1017473.0,1278.0,12060.0,22836.0,351.0,15125.0,34332.0,2391.0,27366.0,65903.0,218966.0,48750.0,3598.0,2727884.0,4850.0,47576.0,2036.0,38115.0,75464.0,8731.0,9007.0,84684.0,26341.0,63375.0,81228.0,108382.0,16307485.0,82284.0,54136.0,102582.0,35622.0,56611.0,12469.0,71218.0,24280.0,27816.0
194065,1.0,5.0,0.0,0.0,39.0,0.0,16.0,185.0,3603.0,1079.0,28.0,1.0,10.0,3.0,6.0,151.0,8.0,163.0,0.0,5.0,10.0,0.0,16821.0,1.0,41.0,0.0,11.0,25.0,13.0,10.0,35.0,0.0,21.0,25.0,0.0,17.0,12.0,14.0,11.0,0.0,0.0,0.0,34.0,0.0,11.0,1.0,368.0,486.0,0.0,1.0,11.0,0.0,247.0,2.0,7.0,0.0,0.0,40.0,4.0,3.0,2.0,7.0,9.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,7.0,8.0,16.0,0.0,0.0,4.0,1.0,1.0,0.0,10.0,14.0,0.0,1059.0,5.0,20.0,31.0,0.0,34.0,1.0,0.0,0.0,260.0,6.0,1.0,13.0,2.0,18.0,5.0,1.0,1130.0,15.0,120.0,10.0,9.0,14.0,9.0,1.0,21355.0,0.0,11.0,0.0,2.0,10.0,2.0,235.0,0.0,0.0,34.0,24.0,34.0,324.0,1732.0,248.0,127.0,2.0,15.0,1.0,9.0,10.0,0.0
194066,6279.0,366.0,148.0,28.0,1573.0,299.0,14.0,5487.0,6371.0,35752.0,0.0,48.0,13.0,6.0,1205.0,777.0,2811.0,95.0,3.0,30.0,99.0,0.0,5776.0,2.0,5911.0,12523.0,379.0,7760.0,2244.0,2.0,6742.0,0.0,31.0,1506.0,2.0,73.0,0.0,14.0,581.0,0.0,453.0,1.0,2926.0,2.0,76.0,0.0,7717.0,20499.0,0.0,2.0,54.0,0.0,1407.0,21.0,32.0,8.0,1.0,20.0,3.0,2555.0,22.0,4.0,8.0,350.0,1.0,164.0,4.0,3.0,0.0,0.0,1.0,1.0,31.0,0.0,587.0,10.0,41.0,5.0,525.0,3.0,4.0,0.0,1.0,42.0,22.0,1290.0,0.0,163.0,0.0,0.0,16537.0,0.0,3707.0,32.0,15.0,986.0,7.0,13.0,0.0,2082.0,6.0,214.0,110.0,0.0,2980.0,31.0,2.0,8967.0,0.0,4900.0,9230.0,1153.0,10255.0,13436.0,2.0,1944.0,0.0,73.0,29.0,4.0,520.0,40.0,402.0,5852.0,167.0,414.0,2469.0,26.0,24884.0,20258.0,9667.0,3182.0,5066.0,6599.0,432.0,1608.0,4139.0,1164.0
194067,27.0,87.0,39.0,2.0,37.0,19.0,327.0,9249.0,91.0,4630.0,42.0,116.0,453.0,24.0,539.0,9.0,35.0,12.0,55.0,16.0,143.0,8.0,17575.0,125.0,3771.0,426.0,810.0,1452.0,132.0,226.0,429.0,0.0,175.0,855.0,20.0,916.0,8.0,113.0,9.0,15.0,48.0,107.0,823.0,12.0,1143.0,28.0,75.0,3188.0,0.0,100.0,607.0,1.0,585.0,432.0,57.0,3.0,40.0,123.0,15.0,119.0,30.0,39.0,5.0,30.0,23.0,55.0,24.0,115.0,8.0,19.0,149.0,56.0,59.0,28.0,15.0,15.0,43.0,83.0,96.0,21.0,137.0,34.0,1.0,41.0,437.0,207.0,8.0,828.0,205.0,0.0,2410.0,105.0,297.0,1246.0,3.0,1074.0,54.0,143.0,7.0,11.0,118.0,285.0,920.0,30.0,2665.0,203.0,3.0,930.0,420.0,212.0,3098.0,768.0,2349.0,882.0,448.0,24550.0,0.0,186.0,19.0,89.0,27.0,29.0,31.0,355.0,344.0,135.0,74.0,2.0,11387.0,55.0,3870.0,277.0,20.0,52.0,19.0,58.0,566.0,47.0
194068,396.0,19.0,9.0,38.0,399.0,9.0,11.0,309.0,42.0,6993.0,3.0,46.0,244.0,44.0,959.0,7.0,88.0,122.0,15.0,10.0,84.0,2.0,3656.0,51.0,92.0,148.0,390.0,759.0,243.0,62.0,1370.0,2.0,115.0,1062.0,6.0,452.0,13.0,62.0,11.0,6.0,83.0,38.0,546.0,22.0,442.0,10.0,3274.0,923.0,0.0,61.0,318.0,0.0,51.0,192.0,32.0,0.0,76.0,60.0,8.0,34.0,25.0,89.0,21.0,16.0,78.0,69.0,36.0,103.0,0.0,2.0,132.0,18.0,31.0,74.0,10.0,29.0,165.0,52.0,29.0,29.0,352.0,9.0,1.0,43.0,200.0,92.0,1.0,317.0,39.0,0.0,1625.0,23.0,848.0,717.0,10.0,2314.0,35.0,31.0,17.0,23.0,84.0,225.0,823.0,12.0,8763.0,33.0,6.0,787.0,280.0,18.0,4825.0,413.0,104.0,41.0,85.0,905.0,16.0,76.0,21.0,89.0,153.0,247.0,13.0,1.0,184.0,105.0,71.0,1.0,740.0,25.0,397.0,19.0,8.0,34.0,3.0,12.0,68.0,0.0
194069,38682.0,10435.0,77863.0,5748.0,93836.0,46719.0,119766.0,67924.0,234414.0,1590.0,14046.0,222603.0,439570.0,29323.0,41.0,21350.0,26071.0,40134.0,14846.0,11821.0,97586.0,4443.0,121297.0,9666.0,59824.0,277.0,11415.0,2637.0,18676.0,49576.0,129139.0,676.0,158822.0,1373.0,3289.0,122370.0,5432.0,54705.0,49739.0,2462.0,196.0,166.0,3552.0,15706.0,150091.0,16789.0,210973.0,2730.0,985.0,11591.0,14697.0,1903.0,147.0,13456.0,21657.0,5449.0,121224.0,54680.0,70704.0,61031.0,37300.0,2621.0,9420.0,4803.0,264.0,108477.0,15082.0,8804.0,88.0,50.0,9819.0,16370.0,80539.0,111.0,2690.0,10649.0,3929.0,31138.0,34054.0,58898.0,109833.0,99438.0,2752.0,21754.0,13728.0,342.0,1536.0,14424.0,9751.0,200.0,3135.0,26017.0,258571.0,182428.0,18679.0,2528.0,199.0,153.0,6357.0,60866.0,103871.0,2019.0,181938.0,3070.0,2869.0,126261.0,1148.0,219071.0,74038.0,25310.0,3900.0,11189.0,126.0,74172.0,21034.0,112590.0,5436.0,127960.0,17876.0,25225.0,34600.0,24203.0,44338.0,85.0,30935.0,311401.0,189691.0,7099.0,1647.0,329677.0,71060.0,70666.0,46272.0,168632.0,4528.0,52489.0,23944.0,107804.0
194071,1068.0,1100.0,21896.0,866.0,31244.0,302.0,11593.0,5550.0,16052.0,3328.0,2009.0,36898.0,13531.0,2111.0,190.0,651.0,2987.0,3290.0,1946.0,688.0,9970.0,184.0,25392.0,1060.0,5029.0,416.0,2428.0,2443.0,4280.0,5470.0,23368.0,117.0,20677.0,1625.0,370.0,16682.0,703.0,3642.0,3111.0,200.0,498.0,131.0,3461.0,1729.0,7572.0,991.0,31379.0,4126.0,64.0,618.0,2007.0,19.0,154.0,1701.0,2253.0,502.0,10438.0,1997.0,12552.0,3544.0,8076.0,661.0,729.0,1272.0,47.0,13236.0,1578.0,586.0,105.0,264.0,276.0,1332.0,13803.0,85.0,1917.0,985.0,1692.0,4892.0,2187.0,11293.0,7964.0,11325.0,536.0,1053.0,1042.0,567.0,50.0,2189.0,903.0,3.0,4111.0,1139.0,20248.0,13174.0,1933.0,2589.0,221.0,156.0,116.0,1779.0,8487.0,1007.0,20403.0,324.0,1645.0,21290.0,109.0,19889.0,2447.0,3669.0,3894.0,2713.0,460.0,3769.0,1651.0,41296.0,1251.0,17006.0,772.0,4657.0,3562.0,3840.0,271.0,313.0,5731.0,15635.0,44828.0,4339.0,2881.0,67490.0,884.0,9294.0,3197.0,19455.0,329.0,16932.0,1350.0,3823.0
194072,13746.0,36049.0,19583.0,1064.0,35388.0,18039.0,21320.0,58316.0,167701.0,41.0,1777.0,141962.0,117568.0,13753.0,0.0,14021.0,3491.0,7471.0,4444.0,1714.0,65550.0,427.0,12567.0,2854.0,64473.0,18.0,2442.0,1573.0,3208.0,15354.0,24643.0,63.0,21066.0,903.0,359.0,57140.0,544.0,29562.0,17669.0,555.0,21.0,218.0,742.0,2331.0,30912.0,4690.0,148388.0,306.0,8.0,1255.0,5236.0,293.0,104.0,1348.0,2894.0,806.0,11539.0,16487.0,25621.0,42515.0,3634.0,782.0,2087.0,1509.0,15.0,13243.0,4614.0,790.0,35.0,42.0,929.0,5547.0,17156.0,22.0,755.0,3057.0,789.0,3832.0,42842.0,22066.0,29319.0,13188.0,1373.0,5561.0,2239.0,247.0,641.0,3758.0,3302.0,12.0,437.0,6097.0,237897.0,44064.0,3385.0,1013.0,131.0,31.0,972.0,17148.0,27238.0,794.0,64737.0,751.0,504.0,36955.0,159.0,35433.0,26026.0,3918.0,1919.0,3249.0,3.0,38162.0,4203.0,9301.0,1634.0,59819.0,2457.0,3852.0,10090.0,4524.0,11573.0,41.0,14465.0,168378.0,273024.0,1575.0,68.0,131307.0,18873.0,28952.0,14721.0,54185.0,2566.0,26048.0,34858.0,34951.0
194073,353.0,575.0,858.0,86.0,446.0,125.0,550.0,6568.0,8769.0,7455.0,63.0,1138.0,2359.0,40.0,72.0,191.0,416.0,523.0,16.0,727.0,3293.0,0.0,1792.0,238.0,2008.0,494.0,586.0,567.0,956.0,12.0,11126.0,128.0,910.0,86.0,161.0,3906.0,812.0,43.0,279.0,9.0,4.0,29.0,880.0,178.0,6150.0,113.0,3392.0,4927.0,307.0,47.0,463.0,0.0,14.0,147.0,43.0,6.0,8416.0,382.0,6597.0,1947.0,5101.0,65.0,31.0,389.0,0.0,2637.0,6.0,381.0,42.0,20.0,186.0,8.0,11210.0,98.0,277.0,2.0,279.0,5618.0,1298.0,8304.0,632.0,17332.0,0.0,254.0,311.0,109.0,91.0,1043.0,276.0,54.0,3847.0,233.0,2525.0,4464.0,172.0,403.0,154.0,0.0,41.0,1317.0,490.0,854.0,2363.0,132.0,578.0,883.0,1103.0,8860.0,342.0,607.0,437.0,774.0,176.0,5305.0,433.0,6920.0,0.0,6680.0,516.0,468.0,1731.0,1645.0,294.0,147.0,444.0,4809.0,1590.0,380.0,4593.0,1435.0,19274.0,4102.0,4196.0,1549.0,382.0,1581.0,5857.0,679.0
194074,217.0,7774.0,637.0,196.0,1079.0,805.0,401.0,7411.0,1973.0,1261.0,71.0,460.0,1901.0,575.0,235.0,788.0,716.0,890.0,247.0,273.0,2031.0,29.0,2087.0,80.0,4657.0,110.0,2553.0,1401.0,1082.0,23.0,4688.0,16.0,1017.0,491.0,3.0,2768.0,1184.0,6.0,214.0,0.0,0.0,137.0,863.0,134.0,2515.0,588.0,1834.0,2530.0,0.0,128.0,396.0,0.0,301.0,728.0,202.0,0.0,15.0,340.0,347.0,418.0,256.0,8.0,68.0,393.0,13.0,102.0,195.0,187.0,5.0,600.0,73.0,109.0,465.0,1301.0,307.0,32.0,45.0,114.0,345.0,46.0,365.0,55.0,0.0,1.0,1061.0,438.0,152.0,1134.0,87.0,0.0,3142.0,102.0,2768.0,3771.0,1.0,382.0,22.0,2.0,142.0,154.0,622.0,74.0,3200.0,71.0,155.0,873.0,215.0,5763.0,380.0,240.0,1599.0,1008.0,122.0,3752.0,184.0,2809.0,1.0,1508.0,700.0,147.0,920.0,264.0,21.0,313.0,211.0,2278.0,1057.0,3.0,2675.0,1128.0,5026.0,669.0,395.0,1102.0,317.0,1107.0,7939.0,1388.0
194075,93.0,1399.0,377.0,154.0,892.0,938.0,762.0,1354.0,383.0,2711.0,0.0,555.0,983.0,52.0,54.0,135.0,505.0,898.0,109.0,78.0,530.0,0.0,1940.0,88.0,555.0,403.0,131.0,225.0,472.0,15.0,3205.0,58.0,197.0,856.0,32.0,739.0,10.0,46.0,241.0,0.0,2.0,6.0,299.0,151.0,740.0,2.0,1661.0,1773.0,0.0,7.0,299.0,0.0,26.0,37.0,7.0,0.0,49.0,67.0,0.0,1936.0,446.0,0.0,0.0,41.0,2.0,474.0,4.0,390.0,0.0,0.0,452.0,11.0,39.0,0.0,287.0,36.0,0.0,641.0,440.0,0.0,192.0,118.0,1.0,34.0,140.0,28.0,0.0,9.0,155.0,0.0,909.0,42.0,3149.0,1316.0,3.0,294.0,0.0,15.0,50.0,3583.0,406.0,173.0,1624.0,0.0,121.0,246.0,67.0,8762.0,150.0,484.0,162.0,200.0,304.0,3001.0,6.0,1728.0,0.0,317.0,241.0,1.0,102.0,126.0,76.0,42.0,56.0,1179.0,422.0,19.0,742.0,1651.0,6251.0,438.0,2610.0,2209.0,142.0,431.0,513.0,261.0
194076,173.0,42.0,130.0,21.0,237.0,5.0,279.0,472.0,93.0,1848.0,0.0,30.0,391.0,9.0,76.0,42.0,8.0,104.0,43.0,85.0,247.0,0.0,132.0,18.0,167.0,1.0,2984.0,471.0,93.0,71.0,1450.0,2.0,243.0,274.0,13.0,459.0,0.0,62.0,1.0,0.0,2.0,1.0,110.0,1.0,199.0,6.0,234.0,377.0,0.0,9.0,76.0,4.0,5.0,74.0,19.0,0.0,0.0,9.0,0.0,433.0,106.0,0.0,3.0,167.0,0.0,78.0,0.0,0.0,0.0,0.0,1.0,1.0,116.0,1.0,12.0,1.0,27.0,80.0,716.0,27.0,1.0,69.0,0.0,0.0,24.0,14.0,0.0,7.0,9.0,0.0,1543.0,1.0,877.0,730.0,3.0,400.0,4.0,0.0,1.0,46.0,5.0,0.0,382.0,3.0,281.0,81.0,5.0,2866.0,13.0,12.0,249.0,42.0,106.0,454.0,19.0,196.0,0.0,104.0,47.0,0.0,146.0,35.0,51.0,64.0,0.0,313.0,122.0,81.0,978.0,270.0,211.0,860.0,6.0,627.0,13.0,106.0,16.0,3.0
194077,3209.0,1801.0,1018.0,197.0,5211.0,383.0,974.0,7034.0,261.0,1405.0,48.0,658.0,766.0,81.0,970.0,108.0,510.0,357.0,49.0,594.0,112.0,0.0,3860.0,124.0,3506.0,54.0,430.0,296.0,368.0,130.0,10416.0,160.0,168.0,69.0,98.0,985.0,42.0,39.0,498.0,90.0,1.0,2.0,300.0,345.0,1929.0,150.0,947.0,2070.0,0.0,224.0,766.0,0.0,340.0,195.0,56.0,0.0,28.0,203.0,16.0,749.0,727.0,8.0,273.0,387.0,0.0,523.0,1.0,203.0,1.0,1.0,16.0,2.0,67.0,0.0,243.0,119.0,1.0,144.0,1262.0,47.0,326.0,3.0,0.0,55.0,276.0,6.0,30.0,629.0,1.0,0.0,1211.0,513.0,3003.0,2132.0,10.0,730.0,26.0,0.0,93.0,442.0,282.0,11.0,1636.0,0.0,66.0,381.0,163.0,20857.0,149.0,948.0,298.0,673.0,148.0,7124.0,133.0,8201.0,0.0,728.0,904.0,86.0,410.0,202.0,248.0,106.0,96.0,1213.0,485.0,254.0,1592.0,392.0,4708.0,654.0,3064.0,1655.0,165.0,150.0,9043.0,88.0
194078,1543.0,2965.0,1011.0,1498.0,8417.0,1313.0,998.0,25107.0,11161.0,4761.0,546.0,2735.0,2244.0,241.0,847.0,296.0,981.0,972.0,191.0,2835.0,5402.0,4.0,15940.0,363.0,6410.0,166.0,1835.0,10741.0,1558.0,186.0,31201.0,454.0,1699.0,1411.0,140.0,8452.0,174.0,34.0,835.0,2.0,19.0,937.0,6174.0,46.0,6743.0,202.0,12345.0,4789.0,0.0,7.0,2123.0,7.0,614.0,790.0,528.0,9.0,816.0,479.0,14.0,3580.0,1622.0,263.0,54.0,138.0,451.0,272.0,345.0,625.0,4.0,60.0,78.0,330.0,1859.0,848.0,863.0,159.0,250.0,1244.0,1935.0,319.0,2162.0,287.0,1.0,174.0,423.0,703.0,70.0,354.0,598.0,1.0,6308.0,396.0,5248.0,10210.0,490.0,4962.0,282.0,153.0,186.0,302.0,266.0,1671.0,7567.0,42.0,1425.0,822.0,221.0,34712.0,799.0,3710.0,21587.0,1585.0,460.0,11988.0,688.0,15879.0,53.0,2622.0,1691.0,783.0,1507.0,655.0,1394.0,299.0,678.0,5963.0,5308.0,918.0,21183.0,10824.0,16375.0,1763.0,3803.0,9379.0,1054.0,2395.0,20500.0,2241.0
194079,4.0,493.0,116.0,81.0,89.0,290.0,8.0,7092.0,249.0,990.0,98.0,52.0,132.0,46.0,152.0,1690.0,29.0,91.0,23.0,262.0,325.0,3.0,1019.0,19.0,770.0,0.0,64.0,392.0,654.0,108.0,8664.0,188.0,248.0,747.0,30.0,551.0,267.0,111.0,1.0,88.0,0.0,2.0,122.0,0.0,2122.0,9.0,1201.0,1520.0,0.0,3.0,291.0,2.0,45.0,118.0,253.0,1.0,2.0,105.0,15.0,159.0,1272.0,155.0,20.0,3.0,52.0,296.0,130.0,8.0,0.0,0.0,4.0,2.0,150.0,0.0,155.0,12.0,8.0,464.0,19.0,166.0,24.0,64.0,0.0,49.0,136.0,9.0,0.0,108.0,147.0,0.0,1304.0,24.0,434.0,2011.0,287.0,310.0,67.0,0.0,2.0,242.0,10.0,196.0,861.0,18.0,21.0,656.0,123.0,6140.0,12.0,1390.0,282.0,818.0,0.0,774.0,58.0,1857.0,0.0,657.0,714.0,8.0,242.0,102.0,34.0,22.0,103.0,881.0,504.0,12.0,1586.0,6165.0,13820.0,65.0,722.0,1014.0,1498.0,485.0,992.0,165.0
194080,2614.0,66126.0,26922.0,8586.0,15425.0,8576.0,2597.0,508739.0,13465.0,10883242.0,117.0,15165.0,14609.0,16913.0,107211.0,16753.0,1300.0,6112.0,23601.0,21766.0,7217.0,1600.0,17623.0,48504.0,144871.0,697793.0,182950.0,331459.0,11063.0,116911.0,69333.0,6072.0,24409.0,272838.0,12193.0,1091625.0,5014.0,52747.0,698.0,1505.0,2596.0,2868.0,257101.0,357.0,141185.0,11046.0,294317.0,9908931.0,0.0,46841.0,75248.0,2417.0,110155.0,23652.0,387.0,59.0,1072.0,22059.0,557.0,117125.0,5332.0,371.0,65.0,1426.0,221.0,4642.0,4330.0,5607.0,122.0,234.0,3878.0,7678.0,5984.0,298.0,2419.0,197.0,10937.0,3576.0,91368.0,838.0,86878.0,598.0,51.0,308.0,21259.0,41441.0,2517.0,65935.0,43218.0,0.0,9293312.0,9396.0,317063.0,125763.0,694.0,177573.0,1660.0,2168.0,2030.0,3435.0,38591.0,9874.0,843232.0,26197.0,203318.0,27928.0,3148.0,117649.0,75280.0,12380.0,195549.0,183172.0,574130.0,233085.0,51840.0,24128.0,2151.0,4027.0,24377.0,16197.0,5754.0,948.0,26436.0,77342.0,30875.0,9744.0,15759.0,631.0,10871170.0,30725.0,520640.0,627.0,3373.0,13896.0,1865.0,3042.0,159668.0,12518.0
